Age,Deuterium,Temperature
114397.95,-406.8,-2.02
114452.09,-413.3,-3.09
114509.46,-414.7,-3.31
114568.58,-414.5,-3.27
114627.45,-411,-2.69
114684.11,-409.4,-2.42
114740.44,-404.6,-1.63
114791.62,-405.9,-1.84
114843.84,-409.9,-2.49
114899.21,-412.1,-2.85
114955.52,-408,-2.17
115010.42,-409.7,-2.45
115063.61,-400.7,-0.96
115115.29,-408,-2.16
115168.84,-406.6,-1.92
115222.67,-408.2,-2.18
115275.7,-402.3,-1.21
115327.01,-410.8,-2.6
115382.15,-407.9,-2.12
115436.44,-409.4,-2.36
115491.7,-408.6,-2.23
115546.22,-407.7,-2.07
115599.25,-405,-1.62
115651.87,-409,-2.28
115706.75,-411,-2.6
115762.14,-405.1,-1.63
115815,-403.9,-1.42
115867.57,-411.1,-2.61
115922.37,-405.7,-1.71
115975.71,-405.2,-1.63
116028.55,-410.9,-2.56
116084.56,-404,-1.42
116136.18,-405.9,-1.73
116189.19,-413.8,-3.03
116247.53,-404.9,-1.55
116300.1,-400.4,-0.81
116349.66,-402.9,-1.21
116399.64,-401.7,-1.01
116449.59,-403.1,-1.24
116499.92,-401.8,-1.02
116550.34,-405.3,-1.6
116602.26,-404.6,-1.48
116654.08,-402.9,-1.19
116704.37,-399.1,-0.56
116753.57,-403.7,-1.32
116804.58,-406.1,-1.71
116855.94,-397.6,-0.3
116904.74,-400.6,-0.79
116952.86,-398.4,-0.43
117001.11,-401.8,-0.99
117051.11,-405.3,-1.56
117101.81,-395.6,0.04
117149.32,-399.3,-0.56
117196.91,-398.9,-0.5
117244.86,-399.3,-0.56
117292.91,-397.9,-0.32
117340.07,-393.9,0.34
117384.73,-400.2,-0.7
117433.48,-400.6,-0.76
117482.46,-397.2,-0.2
117529.6,-398.4,-0.39
117577.12,-398.3,-0.37
117624.01,-393.7,0.39
117669.98,-399.1,-0.5
117717.28,-399.2,-0.51
117764.53,-393.7,0.4
117810.91,-398.6,-0.41
117857.32,-395.6,0.09
117904.65,-401.4,-0.87
117953.56,-400.1,-0.65
118000.96,-387.8,1.38
118043.83,-391.8,0.73
118086.67,-389.3,1.14
118128.98,-395.9,0.05
118175.21,-401.7,-0.9
118223.74,-394.9,0.22
118270.79,-398.2,-0.32
118318.5,-400.5,-0.7
118366.38,-393.7,0.43
118412.23,-393.3,0.5
118456.47,-392.1,0.7
118501.37,-399.3,-0.49
118548.55,-395.4,0.16
118595.22,-396.9,-0.09
118642.57,-398.5,-0.35
118690.68,-396.8,-0.07
118737.72,-391.9,0.75
118781.74,-397.6,-0.19
118828.58,-394.7,0.29
118874.35,-394,0.41
118918.47,-388.4,1.33
118962.13,-395.5,0.16
119005.29,-386.8,1.6
119047.93,-393.1,0.56
119091.66,-392.8,0.61
119136.02,-394.6,0.32
119181.62,-395.4,0.19
119227.3,-392.2,0.72
119272.07,-394.9,0.28
119317.42,-394.8,0.3
119362.53,-391.4,0.87
119407.94,-398.7,-0.33
119454.74,-396,0.12
119500.77,-388.9,1.29
119543.95,-392.7,0.67
119587.95,-388.5,1.37
119630.09,-395.1,0.28
119674.9,-391.4,0.89
119718.52,-389.3,1.25
119759.96,-384.1,2.11
119800.93,-392.3,0.76
119843.87,-392.9,0.66
119888.32,-390.1,1.13
119931.27,-394.1,0.47
119976.59,-396.3,0.11
120022.5,-391.9,0.84
120066.74,-390.2,1.13
120110.39,-393.5,0.59
120153.26,-385.1,1.98
120194.86,-393.5,0.59
120239.05,-385.6,1.9
120279.06,-387.8,1.54
120320.28,-389.6,1.25
120362.01,-388.3,1.47
120404.43,-392.4,0.79
120447.67,-390.3,1.14
120490.67,-388.9,1.38
120532.73,-391.3,0.99
120576.27,-393,0.71
120620.39,-391.5,0.96
120663.88,-389.6,1.28
120706.86,-391.2,1.02
120749.88,-390.6,1.12
120792.68,-386.2,1.85
120833.26,-389.5,1.31
120875.08,-387.8,1.59
120916.69,-388.9,1.42
120958.16,-387.9,1.58
120999.33,-386.2,1.87
121039.66,-382.4,2.5
121078.41,-390.6,1.15
121120.54,-391,1.08
121162.06,-382.5,2.49
121202.79,-390.2,1.22
121244.21,-389.2,1.39
121286.38,-389.3,1.38
121328.4,-388.3,1.55
121370.21,-389.4,1.37
121412.01,-388.3,1.55
121452.93,-383.6,2.33
121492.39,-386.4,1.87
121532.03,-380.3,2.88
121570.36,-387.6,1.68
121610.92,-391.8,0.98
121652.68,-384.3,2.23
121692.89,-383.5,2.36
121731.73,-387.7,1.67
121772.66,-388.6,1.52
121814.02,-387.6,1.69
121854.79,-384.9,2.14
121895,-389,1.46
121936.65,-395,0.47
121982.32,-390.4,1.24
122025.35,-388.8,1.5
122067.89,-391.3,1.09
122110.19,-387.6,1.71
122152.42,-390.5,1.23
122194.82,-387.1,1.8
122237.1,-385.5,2.06
122276.7,-384,2.31
122316.39,-387.6,1.72
122355.65,-381.6,2.71
122394.68,-384.8,2.18
122435.44,-390.3,1.28
122477.89,-388,1.66
122519.14,-386,1.99
122559.87,-387.6,1.73
122600.6,-387.3,1.78
122641.44,-385.6,2.06
122681.26,-384.7,2.21
122720.76,-385.6,2.06
122760.91,-388.1,1.65
122801,-382.8,2.53
122839.93,-381.7,2.71
122877.69,-383.9,2.34
122917.64,-391.6,1.07
122958.3,-383.3,2.44
122998.59,-385.4,2.09
123038.05,-385.1,2.14
123077.97,-388.1,1.65
123118.27,-384,2.32
123159.97,-394.9,0.52
123202.02,-383.2,2.45
123242.46,-383.7,2.37
123281.46,-387.5,1.74
123322.69,-390.2,1.29
123363.62,-382.6,2.55
123404.65,-391.4,1.09
123446.17,-384.7,2.2
123486.35,-389,1.48
123527.1,-379.8,3.01
123566.48,-389,1.48
123607.06,-390.1,1.3
123648.86,-383.5,2.39
123688.49,-381.4,2.73
123726.31,-384,2.3
123764.95,-383.9,2.32
123804.79,-388.7,1.52
123845.08,-379,3.12
123882.34,-383.9,2.31
123921.38,-385.5,2.04
123960.61,-382.9,2.47
124000.24,-388,1.62
124041.36,-392.8,0.83
124085.54,-382.6,2.51
124124.33,-382.9,2.46
124162.85,-383.7,2.33
124200.23,-375,3.77
124235.39,-382.6,2.5
124273.03,-379.8,2.96
124309.36,-375.6,3.66
124345.41,-386,1.93
124384.84,-382.7,2.48
124423.69,-384.9,2.11
124462.1,-380,2.92
124501.2,-389.2,1.39
124542.38,-388.3,1.54
124584.57,-392.5,0.84
124628.41,-386.4,1.85
124669.56,-384.7,2.13
124710.93,-392.3,0.87
124754.38,-393.9,0.6
124799.05,-387.2,1.71
124841.17,-384.8,2.1
124880.67,-381,2.73
124919.81,-388,1.57
124959.57,-384,2.23
125000.62,-390.7,1.11
125043.48,-392.5,0.81
125088.23,-385,2.05
125129.01,-391.8,0.92
125172.35,-389.7,1.27
125214.9,-385.2,2.01
125256.18,-386.8,1.74
125297.26,-388.6,1.44
125339.46,-391.5,0.96
125383.32,-385.8,1.9
125424.47,-387.1,1.68
125465.25,-385,2.03
125505.55,-385.2,1.99
125545.83,-390.3,1.14
125588.8,-389.5,1.27
125631.79,-389.1,1.33
125674.44,-388.1,1.5
125717.17,-390.6,1.08
125759.85,-387.3,1.62
125803.1,-393.5,0.59
125848.23,-395.8,0.21
125894.48,-384.4,2.09
125935.34,-388.6,1.39
125977.98,-390.5,1.08
126021.5,-390.3,1.11
126063.77,-383.2,2.28
126105.76,-392.2,0.79
126148.1,-384,2.14
126188.9,-391.8,0.84
126233.47,-391.4,0.91
126276.93,-384.4,2.06
126317.73,-384.4,2.06
126359.44,-394.2,0.43
126403.33,-390.1,1.11
126448.19,-394.8,0.33
126494.47,-393.8,0.49
126540.62,-388.7,1.33
126583.49,-389.7,1.16
126626.23,-386,1.77
126667.51,-385.1,1.91
126708.47,-387.6,1.5
126749.21,-382.2,2.39
126788.54,-380.9,2.6
126826.68,-383.6,2.14
126865.56,-382.7,2.29
126903.68,-377.1,3.21
126940.33,-381.2,2.53
126977.69,-377.2,3.18
127015.08,-383.5,2.14
127052.56,-379.5,2.79
127090.17,-377,3.2
127126.25,-380.3,2.65
127164.15,-384.8,1.9
127203.22,-383.2,2.16
127242.68,-382.6,2.25
127281.38,-380.4,2.61
127318.88,-378.9,2.86
127357.12,-386.1,1.66
127396.72,-384.7,1.89
127437.05,-383.5,2.08
127475.67,-378,2.98
127512.26,-375.9,3.33
127548.32,-381.2,2.44
127585.74,-379.2,2.77
127622.48,-378.1,2.95
127659.96,-383.5,2.04
127697.8,-378,2.95
127734.85,-374.1,3.59
127773.32,-376.1,3.25
127810.37,-378.7,2.81
127845.65,-369.1,4.4
127878.51,-375.3,3.36
127912.61,-371.8,3.93
127946.63,-369.4,4.32
127979.1,-368.7,4.43
128012.79,-375.1,3.36
128046.58,-371.4,3.97
128079.42,-376,3.2
128112.85,-374.3,3.47
128146.77,-375.5,3.26
128181.64,-368.7,4.38
128215.27,-379.6,2.56
128249.14,-366.1,4.79
128284.42,-370.8,4
128317.01,-377.4,2.9
128348.9,-370.2,4.08
128380.27,-373.9,3.46
128411.51,-365.8,4.79
128442.71,-366.2,4.71
128474.04,-370.1,4.06
128505.51,-365.2,4.86
128537.06,-371.3,3.84
128567.3,-375.7,3.1
128598.18,-372.2,3.66
128630.84,-365,4.84
128662.31,-361.2,5.46
128693.61,-370.2,3.96
128726.07,-373.9,3.34
128758.58,-368,4.3
128791.02,-366.2,4.59
128822.28,-366.6,4.51
128854.98,-374.7,3.16
128889.16,-370.8,3.79
128921.88,-370.2,3.88
128955.81,-379.4,2.35
128990.86,-372.3,3.52
129024.48,-371.4,3.66
129057.61,-365.6,4.61
129090.45,-373,3.38
129124.66,-374.5,3.12
129158.12,-368.6,4.09
129191.06,-370.3,3.8
129223.7,-370.4,3.77
129255.54,-365.6,4.56
129286.76,-377.1,2.65
129322.67,-375,2.98
129358.32,-375.6,2.88
129393.26,-366.6,4.35
129425.21,-372.1,3.44
129458.6,-374.3,3.06
129492.83,-370,3.77
129525.97,-373,3.26
129559.68,-372.6,3.32
129593.65,-371.7,3.46
129627.24,-372.2,3.37
129661.29,-373.9,3.08
129696.28,-380.8,1.93
129734.17,-377.8,2.42
129769.73,-370,3.7
129804.18,-372.3,3.31
129837.7,-374.6,2.92
129872.62,-373.6,3.08
129907.08,-371.9,3.35
129941.25,-378.1,2.31
129977.17,-375.6,2.72
130013.2,-374.4,2.91
130048.76,-371.4,3.39
130083.05,-382.4,1.57
130121.55,-379,2.12
130158.45,-374.7,2.82
130193.95,-378.5,2.19
130231.13,-380.1,1.91
130268.49,-375.8,2.61
130305.08,-374.9,2.75
130340.94,-381.4,1.67
130380,-381.5,1.64
130417.49,-371.7,3.25
130455.67,-386.7,0.77
130495.66,-384.4,1.14
130536.9,-378.2,2.15
130575.08,-381.8,1.55
130614.38,-383,1.34
130654.97,-385.7,0.89
130696.53,-384.7,1.04
130738.14,-384.9,1
130779.9,-386,0.81
130822.06,-385.4,0.9
130865.42,-391.9,-0.18
130909.95,-388.2,0.42
130954.36,-386.9,0.63
130997.77,-387.9,0.46
131041.42,-388.2,0.4
131085.27,-385.9,0.77
131128.16,-388.4,0.35
131172.68,-392.4,-0.32
131218.58,-388,0.4
131263.85,-387.4,0.49
131308.35,-389.9,0.07
131352.51,-385.7,0.75
131396.18,-391.6,-0.23
131442.16,-390.9,-0.12
131488.38,-400.2,-1.67
131541.49,-397.1,-1.17
131592.3,-394.2,-0.69
131641.15,-396.8,-1.13
131691.68,-396.5,-1.09
131742.29,-399.5,-1.59
131794.98,-399,-1.52
131847.68,-400.4,-1.76
131901.23,-400.5,-1.78
131954.6,-398,-1.38
132008.43,-406.9,-2.85
132065.99,-405.3,-2.6
132123.28,-398.7,-1.52
132176.91,-399.5,-1.66
132229.66,-397.5,-1.33
132281.8,-402.1,-2.1
132336.8,-403.4,-2.32
132393.3,-403.1,-2.28
132449.76,-408.3,-3.15
132506.5,-402.1,-2.13
132563.55,-408.2,-3.14
132623.91,-408.9,-3.27
132687.15,-405.6,-2.73
132746.49,-410,-3.46
132808.79,-408.8,-3.27
132871.34,-411.6,-3.74
132935.42,-410.4,-3.55
132999.57,-415.2,-4.35
133067.17,-413.8,-4.13
133133.98,-407.1,-3.03
133194.97,-408.2,-3.21
133258.03,-417.2,-4.71
133327.2,-417,-4.68
133397.13,-410.2,-3.57
133461.26,-406.7,-2.99
133524.19,-410.9,-3.7
133588.27,-415.6,-4.48
133657.97,-417.5,-4.8
133729.47,-420.6,-5.32
133802.56,-410.5,-3.66
133869.86,-418.7,-5.02
133941.3,-417.6,-4.84
134013.56,-419.6,-5.18
134087.38,-422.7,-5.7
134163.98,-416.3,-4.65
134235.94,-422.1,-5.61
134312.91,-421.3,-5.48
134389.48,-421.2,-5.47
134466.33,-423.7,-5.89
134545.25,-423,-5.79
134623.97,-422.8,-5.76
134703.02,-426.1,-6.31
134785.16,-424.6,-6.07
134866.4,-425.9,-6.29
134949.22,-429.4,-6.88
135036.17,-438.2,-8.34
135124.21,-430,-6.99
135213.35,-434,-7.66
135306.88,-434.6,-7.77
135401.93,-434.3,-7.73
135496.88,-434.7,-7.8
135592.54,-430.7,-7.15
135691.1,-428.7,-6.83
135779.35,-435.8,-8.01
135875.63,-432.5,-7.47
135967.96,-426.8,-6.54
136055.32,-431.9,-7.39
136147.36,-437.9,-8.39
136247.78,-434.8,-7.89
136345.2,-438.3,-8.48
136447.4,-439.8,-8.73
136552.17,-440,-8.77
136656.1,-436.9,-8.27
136751.8,-438.3,-8.51
136853.41,-435.9,-8.12
136953.35,-437.9,-8.46
137055.78,-439.2,-8.68
137158.86,-431.6,-7.44
137253.47,-431.7,-7.46
137347.4,-436.6,-8.28
137447.74,-435.5,-8.11
137547.29,-433.4,-7.77
137646.82,-436.9,-8.35
137743.42,-438.3,-8.59
137847.03,-435.8,-8.19
137947.48,-433.2,-7.77
138046.02,-436.6,-8.33
138147.46,-434.9,-8.06
138247.23,-437.5,-8.49
138350.5,-437.7,-8.53
138453.82,-434,-7.93
138553.56,-439.6,-8.85
138659.46,-440.5,-9.01
138763.28,-439.1,-8.78
138870.26,-443,-9.43
138982.88,-440.8,-9.07
139092.83,-440,-8.94
139201.45,-442.3,-9.32
139310.05,-438.9,-8.77
139416.94,-437.5,-8.54
139521.96,-437.6,-8.57
139627.19,-439.3,-8.85
139734.99,-441,-9.14
139845.5,-437,-8.48
139950.77,-440.9,-9.13
140059.96,-434.1,-8.01
140162.58,-441.2,-9.19
140272.88,-440.7,-9.11
140383.65,-436.8,-8.47
140488.48,-435.3,-8.22
140590.87,-440.4,-9.06
140701.09,-438,-8.67
140808.61,-440.1,-9.02
140918.76,-440.8,-9.13
141030.36,-441,-9.17
141142.36,-438.5,-8.76
141250.49,-439,-8.84
141358.75,-436.2,-8.38
141464.06,-438.8,-8.81
141572.75,-442,-9.33
141686.05,-433.9,-8
141787.25,-433.6,-7.95
141887.69,-437,-8.51
141993.29,-432.8,-7.82
142093.02,-436.4,-8.42
142198.1,-438.6,-8.78
142307.17,-441.7,-9.29
142420.06,-437.6,-8.61
142528.09,-438.2,-8.71
142636.14,-434.8,-8.15
142739.05,-435.5,-8.27
142842.79,-431.8,-7.66
142941.32,-435.3,-8.23
143045.28,-439.4,-8.91
143155.51,-439,-8.84
143265.85,-440.2,-9.04
143376.92,-434.1,-8.04
143479.47,-430.8,-7.5
143577.68,-437,-8.51
143683.99,-440.6,-9.1
143796.41,-436,-8.35
143902.93,-440.5,-9.09
144015.04,-439.2,-8.87
144125.39,-434.3,-8.07
144228.57,-431.7,-7.64
144328.15,-435.7,-8.3
144432.8,-436,-8.34
144538.46,-436.8,-8.47
144645.23,-433.5,-7.93
144747.64,-436.8,-8.47
144854.23,-435.6,-8.27
144959.24,-433.4,-7.91
145062.6,-439.8,-8.96
145173,-435.3,-8.22
145278.53,-434.6,-8.1
145382.28,-433.5,-7.92
145484.73,-440,-8.99
145596.97,-436.4,-8.39
145704.63,-438.9,-8.8
145815.93,-441.9,-9.29
145931.56,-439,-8.82
146042.8,-430.3,-7.38
146140.73,-434.6,-8.09
146244.91,-437,-8.48
146352.7,-436.1,-8.33
146459.11,-433.9,-7.97
146562.89,-435.2,-8.18
146664.92,-426.9,-6.82
146753.33,-436.1,-8.33
146857.01,-432,-7.65
146958.27,-433.5,-7.9
147060.22,-431.3,-7.54
147160.69,-435.7,-8.26
147266.55,-437.9,-8.62
147376.29,-438.9,-8.78
147487.93,-439.5,-8.87
147600.45,-437.2,-8.49
147710.05,-439.1,-8.8
147821.11,-434.7,-8.07
147926.04,-430.2,-7.33
148024.48,-430.3,-7.35
148123.27,-435.5,-8.2
148227.97,-432.2,-7.66
148327.01,-429.1,-7.15
148424.23,-433.9,-7.94
148527.38,-435.2,-8.15
148633.21,-436.6,-8.38
148741.38,-436.2,-8.31
148848.56,-432.2,-7.65
148950.67,-435.2,-8.14
149056.53,-436.2,-8.31
149163.91,-434.9,-8.09
149270.29,-437.3,-8.49
149379.13,-433.5,-7.86
149483.1,-433.5,-7.86
149586.36,-427.7,-6.91
149681.76,-433.4,-7.84
149784.28,-427.8,-6.92
149879.69,-429.1,-7.14
149976.26,-428.3,-7
150072.01,-428,-6.96
150167.3,-427.8,-6.92
150262.65,-429.3,-7.17
150359.52,-428.5,-7.04
150456.37,-431.6,-7.55
150556.77,-431.6,-7.55
150657.5,-430.2,-7.31
150756.83,-431.5,-7.53
150857.41,-430.9,-7.43
150957.8,-432.3,-7.66
151059.95,-433,-7.77
151162.85,-430.9,-7.42
151263.09,-429.3,-7.16
151362.24,-435.1,-8.11
151466.83,-428.4,-7.01
151565.24,-432,-7.6
151666.72,-432.6,-7.7
151769.62,-432.3,-7.65
151872.44,-433,-7.76
151976.19,-433.3,-7.81
152080.58,-434,-7.93
152185.98,-432.1,-7.61
152288.6,-431,-7.43
152389.48,-432.4,-7.66
152492.51,-430.8,-7.4
152593.06,-429.4,-7.17
152689.37,-431.1,-7.45
152790.71,-435.3,-8.14
152897.5,-433.4,-7.83
152991.1,-433.7,-7.88
153096.36,-433.7,-7.88
153202.22,-434.9,-8.07
153310.43,-438.4,-8.65
153422.81,-433.9,-7.91
153529.74,-433.8,-7.89
153635.79,-432.29,-7.64
153741.13,-434.3,-7.97
153848.38,-436.7,-8.36
153960.09,-441.2,-9.1
154078.44,-440.6,-9
154196.16,-434.7,-8.03
154304.79,-435.7,-8.19
154414.54,-437.2,-8.43
154526.69,-438.4,-8.63
154641.09,-442.4,-9.28
154762.49,-440.9,-9.03
154881.66,-439,-8.72
154997.75,-441.3,-9.09
155117.23,-440.3,-8.93
155235.39,-437.6,-8.48
155348.89,-437.9,-8.53
155463.6,-442.3,-9.25
155584.38,-436.9,-8.36
155697.02,-437,-8.38
155809.76,-438.5,-8.62
155925,-440.7,-8.99
156044.35,-446.4,-9.92
156174.46,-447.1,-10.03
156306.11,-444.34,-9.58
156436.08,-439.5,-8.78
156553.92,-440.6,-8.96
156673.8,-444.6,-9.61
156799.4,-438,-8.53
156915.27,-440.5,-8.94
157031.77,-439.5,-8.77
157149.25,-438.7,-8.64
157266.61,-444.1,-9.52
157391.97,-441.9,-9.16
157513.31,-436.5,-8.27
157627.02,-437.4,-8.41
157741.52,-439.85,-8.82
157855.97,-437.8,-8.48
157971.5,-441.2,-9.04
158091.86,-440.7,-8.95
158192.98,-441.1,-9.02
158292.68,-445.4,-9.73
158396.62,-441.4,-9.07
158496.96,-435.6,-8.11
158607.08,-434.4,-7.92
158712.9,-432.3,-7.57
158813.38,-430.6,-7.29
158911.21,-423.1,-6.06
159010.3,-425.9,-6.52
159104.7,-421.1,-5.74
159200.15,-427.9,-6.86
159298.05,-431.7,-7.49
159386.75,-428.7,-6.99
159490.19,-428.3,-6.93
159588.11,-430.5,-7.3
159691.68,-431,-7.38
159795.89,-432.17,-7.58
159897.37,-434.51,-7.96
160002.24,-431.46,-7.46
160106.21,-431.52,-7.47
160208.88,-430.99,-7.39
160323.39,-432.9,-7.7
160432.21,-432.1,-7.57
160539.02,-432.1,-7.57
160643.55,-435.7,-8.17
160756.11,-434.8,-8.02
160867.92,-435.3,-8.1
160980.62,-436.1,-8.23
161097.39,-434.7,-8
161210.3,-441,-9.04
161329.57,-440,-8.87
161443.49,-435.5,-8.13
161558.41,-430.1,-7.24
161662.78,-428.2,-6.93
161763.84,-431.9,-7.54
161876.68,-427,-6.73
161974.2,-426.3,-6.62
162076.83,-424.9,-6.39
162177.84,-425.4,-6.47
162277.77,-423.8,-6.21
162375.33,-428,-6.91
162475.81,-423.49,-6.17
162570,-430.5,-7.32
162671.68,-433.5,-7.82
162774.87,-427.5,-6.83
162877.02,-428.3,-6.97
162979.02,-427.8,-6.88
163080.44,-428,-6.92
163182.4,-431.2,-7.45
163289.11,-429.2,-7.12
163393.18,-438.1,-8.58
163505.99,-437.7,-8.52
163622.8,-430.9,-7.4
163730.5,-429.2,-7.12
163835.49,-437,-8.4
163952.94,-442.41,-9.28
164074.02,-440.3,-8.93
164197.89,-443.7,-9.49
164327.68,-441.5,-9.12
164453.36,-437,-8.38
164571.96,-438.5,-8.62
164692.16,-439.3,-8.75
164813.84,-438,-8.54
164933.53,-436.3,-8.25
165050.91,-442,-9.19
165176.9,-440.39,-8.92
165297.25,-438.7,-8.64
165417.21,-433.4,-7.77
165529.99,-436,-8.19
165646.16,-439.3,-8.73
165767.76,-437.2,-8.39
165886.54,-436,-8.19
166002.68,-434.9,-8
166118.58,-441.48,-9.08
166244.85,-438.2,-8.54
166358.39,-435.8,-8.15
166473.6,-432.7,-7.63
166585.04,-438.6,-8.6
166705.86,-437,-8.34
166824.45,-440.3,-8.88
166941.45,-431.2,-7.38
167050.09,-432.6,-7.61
167160.56,-432.2,-7.54
167270.75,-432.3,-7.56
167380.35,-431,-7.34
167481.76,-428.8,-6.98
167586.25,-434.7,-7.95
167700.3,-431.4,-7.41
167809.47,-429.9,-7.16
167915.27,-424.8,-6.32
168015.21,-427.6,-6.79
168116.65,-423.2,-6.06
168213.28,-421.8,-5.83
168308.97,-427.4,-6.76
168413.05,-429.4,-7.09
168515.76,-425.6,-6.46
168616.22,-426.9,-6.68
168719.12,-435.8,-8.14
168830.35,-434.3,-7.89
168937.37,-425.6,-6.46
169037.52,-426.3,-6.58
169138.66,-425.8,-6.49
169239.08,-427.6,-6.79
169342.63,-432.1,-7.53
169453.34,-432.7,-7.63
169565.09,-432.2,-7.54
169675.45,-426.7,-6.64
169778.28,-426.4,-6.59
169880.75,-435.2,-8.03
169996.22,-432.9,-7.65
170109.4,-434.5,-7.91
170225.84,-435.84,-8.13
170343.25,-436.91,-8.31
170456.88,-435.8,-8.12
170569.22,-436.73,-8.27
170682.07,-435.83,-8.12
170799.11,-436.22,-8.18
170915.5,-437.82,-8.44
171035.62,-438.58,-8.56
171156.54,-436,-8.13
171275.38,-436.9,-8.28
171394.94,-431.6,-7.4
171505.34,-429,-6.97
171609.92,-426.4,-6.55
171711.65,-423.3,-6.03
171810.25,-427,-6.64
171911.82,-422.6,-5.92
172008.9,-422.1,-5.84
172105.57,-427.24,-6.68
172208.27,-423.7,-6.1
172308.25,-429.8,-7.1
172414.67,-427.7,-6.76
172520.35,-431.9,-7.45
172631.56,-427.47,-6.71
172748.74,-432,-7.46
172861.26,-433.1,-7.64
172975.64,-438.1,-8.46
173097.28,-431.7,-7.4
173210.29,-436.2,-8.14
173328.58,-433,-7.61
173443.04,-436.45,-8.17
173564.64,-436.5,-8.18
173685.23,-439.7,-8.7
173811.07,-437.4,-8.32
173933.42,-435.9,-8.07
174052.7,-435.4,-7.99
174171.28,-436.2,-8.12
174291.02,-434.35,-7.81
174410.3,-437.81,-8.38
174528.41,-432.8,-7.56
174642.74,-435.4,-7.98
174760.52,-431.7,-7.37
174873.75,-434.7,-7.87
174990.85,-438,-8.41
175113.36,-432.2,-7.46
175227.74,-433.2,-7.62
175342.69,-435.2,-7.95
175461.49,-436.43,-8.15
175582.48,-440.9,-8.89
175712.01,-440.8,-8.87
175841.95,-443,-9.23
175975.71,-439.2,-8.6
176103,-438.8,-8.53
176229.25,-439.7,-8.68
176357.3,-440.9,-8.87
176487.41,-437.3,-8.28
176610.21,-437.3,-8.28
176727.95,-436.3,-8.11
176848.35,-429.2,-6.94
176958,-428.3,-6.79
177064.61,-421.1,-5.61
177165.03,-425.5,-6.33
177268.14,-428.6,-6.84
177375.16,-428.09,-6.76
177478.13,-427.2,-6.61
177584.24,-435.2,-7.93
177700.73,-422.5,-5.84
177801.12,-421.7,-5.71
177898.52,-419.8,-5.4
177993.81,-423.37,-5.99
178095.48,-422.5,-5.85
178194.86,-425.4,-6.32
178298.39,-426.7,-6.54
178404.2,-427.6,-6.69
178510.56,-423,-5.93
178612.71,-429.5,-7
178722.15,-429,-6.92
178832.31,-429.8,-7.05
178943.87,-432.3,-7.46
179060.36,-435.8,-8.03
179182.42,-439.73,-8.68
179307.78,-436.6,-8.16
179432.47,-440.7,-8.83
179562.13,-439.2,-8.58
179694.34,-436.9,-8.2
179818.61,-430.4,-7.13
179933.56,-441.47,-8.95
180062.66,-438.1,-8.39
180190.69,-432.5,-7.47
180309,-437.3,-8.26
180434.81,-439.4,-8.6
180565.71,-439.9,-8.68
180697.67,-441.94,-9.02
180829.29,-436.38,-8.1
180956.06,-438.8,-8.49
181085.85,-437.6,-8.29
181214.64,-441.9,-9
181350.54,-440.6,-8.79
181484.37,-437.8,-8.32
181602.64,-442.4,-9.08
181729.28,-442.3,-9.06
181868.11,-439.2,-8.55
182000.8,-443.4,-9.24
182132.54,-441.3,-8.89
182269.3,-436,-8.02
182407.78,-439,-8.51
182533.53,-438.4,-8.41
182662.72,-441,-8.84
182798.21,-440.4,-8.74
182929.21,-441,-8.84
183062.43,-440.6,-8.77
183195.26,-443.4,-9.23
183331.57,-437.9,-8.32
183461.43,-443.6,-9.26
183597.68,-443.3,-9.2
183739.84,-441.1,-8.84
183877.17,-437.9,-8.31
184009.06,-439.4,-8.55
184143.08,-438.2,-8.35
184275.78,-442.4,-9.04
184415.96,-441.1,-8.82
184554.18,-438.8,-8.43
184688.18,-443.2,-9.15
184831.1,-440.2,-8.66
184967.92,-438.4,-8.35
185101.01,-435.5,-7.87
185228.55,-433.3,-7.51
185352.96,-439.3,-8.5
185487.49,-438.8,-8.41
185621.86,-437.7,-8.22
185754.59,-438.4,-8.34
185888.45,-435.7,-7.89
186017.04,-435.4,-7.84
186145.2,-435,-7.77
186272.59,-434.3,-7.65
186398.05,-434.6,-7.69
186512.46,-432.4,-7.33
186633.77,-427.2,-6.47
186747.92,-430.6,-7.03
186866.91,-428.9,-6.75
186983.86,-428.2,-6.63
187099.43,-428.2,-6.63
187213.8,-421.6,-5.54
187319.62,-422.1,-5.62
187425.08,-423.4,-5.83
187532.08,-418.9,-5.09
187632.92,-418.5,-5.02
187732.5,-414.6,-4.38
187826.4,-411.6,-3.89
187916.37,-414.2,-4.32
188009.06,-412.4,-4.03
188101.98,-422.5,-5.69
188207.41,-422.5,-5.69
188314.39,-422.21,-5.64
188421.57,-421.8,-5.57
188528.47,-427.9,-6.58
188644.2,-425.1,-6.12
188756.6,-425.62,-6.2
188871.96,-428.2,-6.62
188989.36,-421.1,-5.45
189095.21,-425.1,-6.11
189207.23,-425.1,-6.11
189320.41,-428.9,-6.73
189439.25,-428.9,-6.73
189558.41,-426.1,-6.27
189673.87,-427.6,-6.51
189791.18,-428.5,-6.66
189911.43,-433.2,-7.43
190039.01,-426.4,-6.31
190155.29,-428.9,-6.71
190275.63,-430.8,-7.02
190400.39,-436.7,-7.99
190535.98,-436.9,-8.01
190671.9,-431.3,-7.08
190799.2,-437.3,-8.06
190936.15,-430.7,-6.97
191061.4,-432,-7.18
191188.48,-432.6,-7.27
191316.5,-429.4,-6.74
