Tuned time [Ma],Foram bent δ13C [‰ PDB] (VPDB),Foram bent δ18O [‰ PDB] (VPDB)
43.634669,0.758,0.119
43.645081,1.002,0.431
43.656653,0.785,0.438
43.668224,1.048,0.413
43.682107,0.884,0.354
43.692521,0.986,0.333
43.707562,0.947,0.297
43.719131,0.84,0.253
43.724511,0.813,0.267
43.730702,0.94,0.382
43.730702,0.952,0.501
43.735865,0.878,0.358
43.742274,0.768,0.24
43.748358,0.758,0.193
43.753843,0.716,0.19
43.75858,0.907,0.324
43.770041,0.874,0.463
43.781612,0.842,0.291
43.793181,0.752,0.179
43.804752,0.69,0.216
43.816323,0.927,0.253
43.827893,0.944,0.42
43.838305,0.951,0.531
43.84062,0.841,0.369
43.851032,0.761,0.308
43.862603,0.701,0.23
43.874175,0.756,0.262
43.885744,0.483,0.161
43.897625,0.697,0.322
43.910749,0.77,0.355
43.923217,0.879,0.456
43.937001,0.917,0.451
43.950125,0.799,0.4
43.96325,0.886,0.377
43.97375,0.835,0.595
43.976374,0.655,0.29
43.9895,0.632,0.421
44.002321,0.632,0.327
44.01392,0.734,0.353
44.02552,0.729,0.581
44.037119,0.683,0.639
44.04872,0.877,0.405
44.060321,0.834,0.532
44.07192,0.744,0.47
44.08352,0.762,0.371
44.0928,0.865,0.645
44.095119,0.837,0.406
44.106139,0.885,0.51
44.118321,0.728,0.296
44.12992,0.849,0.537
44.14152,0.794,0.474
44.153119,0.751,0.424
44.16472,0.833,0.368
44.176321,0.714,0.418
44.18676,0.791,0.568
44.20068,0.748,0.524
44.2088,0.859,0.654
44.211119,0.798,0.442
44.22272,0.86,0.523
44.22862,0.737,0.493
44.234321,0.801,0.559
44.240391,0.662,0.421
44.24592,0.7,0.487
44.252879,0.567,0.248
44.25752,0.643,0.402
44.26448,0.675,0.362
44.276081,0.347,0.297
44.28768,0.534,0.428
44.298163,0.312,0.3
44.308366,0.377,0.284
44.318571,0.892,0.787
44.328777,0.618,0.321
44.33898,0.807,0.633
44.349184,0.725,0.588
44.359387,0.669,0.565
44.369592,0.629,0.537
44.374694,0.44,0.31
44.379797,0.695,0.807
44.389491,0.482,0.346
44.401111,0.547,0.346
44.412221,0.652,0.384
44.423333,0.895,0.747
44.434446,0.649,0.489
44.445556,0.798,0.603
44.456667,0.774,0.588
44.467777,0.772,0.614
44.478889,0.701,0.455
44.481111,0.809,0.699
44.490001,0.682,0.473
44.500284,0.627,0.42
44.510567,0.704,0.5
44.52085,0.829,0.635
44.531135,0.555,0.372
44.539362,0.8,0.715
44.541419,0.716,0.498
44.551702,0.812,0.37
44.561986,0.522,0.735
44.573298,0.797,0.6
44.582553,0.674,0.544
44.589753,0.711,0.591
44.603121,0.808,0.599
44.613404,0.64,0.524
44.623687,0.788,0.738
44.631915,0.86,0.791
44.633972,0.737,0.587
44.644256,0.8,0.597
44.654539,0.793,0.409
44.664823,0.758,0.577
44.675105,0.658,0.423
44.68539,0.758,0.551
44.695675,0.783,0.512
44.705957,0.634,0.347
44.716241,0.803,0.546
44.726011,0.79,0.466
44.736809,0.843,0.634
44.737127,0.802,0.671
44.747093,0.678,0.456
44.757376,0.674,0.455
44.76766,0.781,0.554
44.772802,0.792,0.552
44.777942,0.754,0.548
44.783936,0.724,0.38
44.790495,0.658,0.475
44.797054,0.627,0.388
44.803615,0.623,0.467
44.810172,0.607,0.473
44.816733,0.605,0.502
44.823292,0.612,0.456
44.829851,0.671,0.521
44.836412,0.659,0.484
44.842969,0.832,0.296
44.84953,0.668,0.505
44.862649,0.8,0.485
44.875766,0.803,0.564
44.888886,0.705,0.385
44.899381,0.677,0.582
44.902006,0.628,0.374
44.915124,0.727,0.567
44.928243,0.734,0.384
44.94136,0.646,0.815
44.95448,0.616,0.53
44.9676,0.78,0.536
44.980718,0.807,0.433
44.991213,0.785,0.659
44.993837,0.616,0.35
45.006954,0.686,0.539
45.020074,0.682,0.447
45.033194,0.655,0.525
45.051071,0.631,0.474
45.05659,0.664,0.507
45.06211,0.4,0.377
45.06763,0.616,0.439
45.073149,0.654,0.484
45.078669,0.599,0.479
45.079221,0.588,0.563
45.084188,0.518,0.39
45.089708,0.571,0.516
45.095228,0.63,0.468
45.100747,0.73,0.449
45.106266,0.621,0.46
45.111785,0.644,0.428
45.117305,0.581,0.448
45.122825,0.555,0.395
45.128344,0.52,0.375
45.133532,0.72,0.55
45.134415,0.629,0.413
45.145011,0.55,0.398
45.153842,0.617,0.341
45.162673,0.606,0.405
45.171502,0.398,0.07
45.180333,0.619,0.411
45.187837,0.695,0.5
45.197993,0.663,0.457
45.206824,0.634,0.443
45.214771,0.795,0.6
45.215654,0.629,0.403
45.224484,0.758,0.492
45.233313,0.654,0.509
45.242144,0.505,0.336
45.250976,0.717,0.366
45.259805,0.763,0.477
45.268635,0.686,0.355
45.273051,0.759,0.421
45.277465,0.704,0.497
45.281881,0.823,0.462
45.286296,0.81,0.548
45.290711,0.789,0.56
45.296448,0.81,0.489
45.29954,0.75,0.45
45.308372,0.69,0.473
45.317203,0.689,0.356
45.326032,0.818,0.529
45.334862,0.819,0.504
45.343692,0.76,0.578
45.352523,0.632,0.427
45.361354,0.663,0.337
45.370183,0.836,0.439
45.379014,0.842,0.653
45.387843,0.792,0.442
45.396674,0.732,0.315
45.403739,0.736,0.549
45.405505,0.774,0.466
45.414335,0.773,0.525
45.423165,0.752,0.463
45.431995,0.669,0.568
45.440826,0.723,0.454
45.449657,0.709,0.319
45.458486,0.969,0.609
45.467317,0.828,0.359
45.476146,0.823,0.426
45.484977,0.784,0.376
45.492041,0.86,0.542
45.493808,0.435,0.526
45.502638,0.645,0.329
45.511468,0.561,0.541
45.519499,0.321,0.179
45.527,0.601,0.25
45.534501,0.781,0.37
45.542,0.812,0.473
45.5495,0.732,0.304
45.556999,0.81,0.472
45.5645,0.843,0.367
45.572001,0.889,0.485
45.5795,0.861,0.429
45.587,0.894,0.45
45.594499,0.786,0.412
45.602,0.708,0.312
45.609501,0.621,0.342
45.617,0.735,0.26
45.625537,0.55,0.05
45.634764,0.738,0.27
45.643993,0.778,0.311
45.653222,0.851,0.405
45.66245,0.767,0.321
45.671678,0.801,0.379
45.680905,0.879,0.473
45.690134,0.903,0.426
45.699363,0.844,0.426
45.708591,0.727,0.259
45.717819,0.872,0.396
45.727046,0.576,-0.249
45.736275,0.861,0.393
45.745504,0.855,0.377
45.754732,0.943,0.406
45.76396,0.892,0.465
45.773187,0.866,0.322
45.782416,0.823,0.344
45.791645,0.746,0.323
45.802718,0.839,0.322
45.810101,0.751,0.311
45.819328,0.821,0.291
45.828557,0.845,0.39
45.837786,0.862,0.414
45.847013,0.812,0.406
45.856242,0.774,0.531
45.865469,0.818,0.495
45.874698,0.745,0.333
45.883927,0.764,0.324
45.893154,0.729,0.314
45.900263,0.686,0.338
45.906841,0.694,0.35
45.913421,0.535,0.15
45.920001,0.669,0.147
45.927895,0.738,0.367
45.933158,0.709,0.34
45.939736,0.729,0.379
45.946316,0.729,0.375
45.952895,0.613,0.326
45.959474,0.671,0.44
45.966053,0.702,0.468
45.972631,0.587,0.086
45.979211,0.533,0.356
45.98579,0.418,0.116
45.999358,0.553,0.168
46.006622,0.512,0.323
46.013887,0.611,0.222
46.021152,0.697,0.415
46.028415,0.635,0.363
46.035679,0.717,0.406
46.042943,0.684,0.464
46.050208,0.691,0.417
46.057472,0.634,0.282
46.064736,0.627,0.376
46.072,0.678,0.42
46.079263,0.656,0.337
46.086528,0.69,0.364
46.093793,0.632,0.435
46.101057,0.582,0.383
46.108321,0.581,0.353
46.114858,0.68,0.448
46.122849,0.633,0.374
46.12975,0.681,0.467
46.13883,0.664,0.481
46.144642,0.708,0.525
46.151905,0.629,0.406
46.15917,0.507,0.297
46.165708,0.527,0.327
46.173698,0.596,0.522
46.180962,0.645,0.573
46.1875,0.593,0.358
46.194765,0.648,0.476
46.202755,0.661,0.53
46.210019,0.675,0.535
46.217283,0.731,0.553
46.224546,0.724,0.541
46.231811,0.639,0.381
46.239076,0.653,0.462
46.24634,0.602,0.491
46.253604,0.614,0.394
46.260867,0.57,0.364
46.268132,0.588,0.419
46.275397,0.499,0.263
46.28266,0.485,0.247
46.289925,0.559,0.386
46.297188,0.464,0.236
46.304453,0.572,0.305
46.311718,0.659,0.331
46.318981,0.633,0.393
46.326245,0.621,0.414
46.333509,0.662,0.498
46.340774,0.58,0.273
46.348038,0.446,0.219
46.355302,0.494,0.285
46.362566,0.537,0.327
46.369829,0.353,0.148
46.377094,0.267,0.144
46.384025,-0.14,-0.231
46.38939,0.43,0.189
46.397439,0.57,0.252
46.404146,0.541,0.303
46.410854,0.595,0.22
46.417562,0.557,0.237
46.424268,0.616,0.304
46.430976,0.681,0.414
46.437682,0.64,0.313
46.44439,0.629,0.305
46.451098,0.59,0.247
46.457805,0.523,0.206
46.464512,0.464,0.141
46.471219,0.411,0.111
46.477927,0.329,0.004
46.484635,0.614,0.289
46.491918,0.57,0.233
46.501507,0.663,0.324
46.511095,0.603,0.285
46.520685,0.581,0.137
46.530275,0.633,0.182
46.539863,0.571,0.178
46.549452,0.6,0.329
46.55904,0.643,0.3
46.56863,0.565,0.136
46.580137,0.579,0.162
46.587808,0.6,0.198
46.597397,0.621,0.088
46.606985,0.526,0.118
46.616575,0.531,0.051
46.626165,0.491,0.155
46.635753,0.464,0.141
46.645342,0.501,0.129
46.654931,0.46,0.213
46.664521,0.402,0.088
46.674111,0.569,0.294
46.683699,0.521,0.131
46.693288,0.534,0.158
46.702876,0.573,0.225
46.712466,0.554,0.24
46.722056,0.654,0.271
46.731644,0.261,-0.421
46.741233,0.351,0.041
46.750821,0.318,-0.067
46.760411,0.483,0.141
46.770001,0.358,0.041
46.77765,0.273,-0.009
46.785301,0.218,-0.161
46.79295,0.481,0.086
46.800601,0.678,0.195
46.808252,0.639,0.136
46.815902,0.613,0.144
46.823552,0.589,0.173
46.831201,0.67,0.238
46.837322,0.638,0.182
46.846503,0.582,0.019
46.854153,0.505,-0.112
46.861803,0.596,0.042
46.869453,0.627,0.069
46.877104,0.778,0.076
46.884755,0.821,-0.005
46.892404,0.772,0.033
46.900055,0.668,-0.124
46.907704,0.794,0.058
46.915355,0.75,0.002
46.919945,0.84,0.147
46.930656,0.739,0.081
46.938306,0.724,0.02
46.945956,0.804,0.022
46.953607,0.692,0.09
46.961258,0.871,0.083
46.968907,0.844,0.09
46.976557,0.868,-0.016
46.984207,0.721,-0.139
46.991858,0.903,0.081
46.999509,0.803,-0.01
47.007158,0.751,0.034
47.014809,0.755,-0.063
47.022458,0.729,-0.066
47.030109,0.693,-0.072
47.03776,0.894,0.104
47.04541,0.829,0.022
47.054043,0.851,-0.05
47.064148,0.868,-0.024
47.076277,0.843,-0.112
47.084363,0.64,-0.127
47.094468,0.73,-0.136
47.104574,0.666,-0.166
47.11468,0.658,0.023
47.124787,0.278,-0.507
47.134895,0.507,-0.261
47.145,0.442,-0.395
47.154804,0.603,-0.241
47.164607,0.432,-0.365
47.174412,0.432,-0.477
47.184217,0.763,-0.147
47.19402,0.791,-0.214
47.203824,0.688,-0.215
47.213626,0.497,-0.299
47.223431,0.558,-0.097
47.233236,-0.082,-0.546
47.245,0.09,-0.387
47.249852,0.328,-0.411
47.255917,0.621,-0.069
47.261982,0.66,-0.215
47.274112,0.813,-0.096
47.280178,0.735,-0.148
47.286242,0.491,-0.359
47.292308,0.706,-0.129
47.298373,0.618,-0.316
47.316567,0.68,-0.147
47.322027,0.788,-0.101
47.334763,0.836,-0.137
47.340828,0.771,-0.081
47.346893,0.637,-0.221
47.352959,0.563,-0.367
47.359024,0.659,-0.088
47.365089,0.868,-0.045
47.371154,0.468,0.012
47.377218,0.52,-0.194
47.383284,0.782,-0.017
47.38935,0.738,-0.093
47.395414,0.862,-0.158
47.401479,0.845,-0.184
47.407544,0.75,-0.082
47.413609,0.909,-0.027
47.419675,0.939,-0.041
47.42574,0.883,0.07
47.431805,0.66,-0.189
47.437869,0.745,-0.067
47.443935,0.757,-0.152
47.471923,0.434,-0.415
47.486538,0.492,-0.468
47.504806,0.868,-0.031
47.523077,0.975,-0.118
47.532212,0.97,-0.204
47.541348,0.887,-0.195
47.550479,0.705,-0.315
47.559615,0.744,-0.209
47.56875,0.722,-0.215
47.577885,0.759,-0.237
47.586106,0.727,-0.248
47.596152,0.763,-0.156
47.603778,0.667,-0.188
47.611401,0.918,0.038
47.619025,0.652,-0.292
47.626651,0.571,-0.367
47.634271,0.562,-0.381
47.634519,0.684,-0.27
47.640944,0.635,-0.343
47.641818,0.811,-0.173
47.644737,0.797,-0.178
47.646365,0.765,-0.242
47.64853,0.825,-0.166
47.650908,0.889,-0.173
47.652324,0.753,-0.38
47.655455,0.892,-0.109
47.656116,0.837,-0.205
47.65991,0.879,-0.071
47.66,0.885,-0.094
47.664545,0.714,-0.315
47.669092,0.614,-0.287
47.673635,0.708,-0.36
47.678182,0.873,-0.244
47.682727,0.843,-0.18
47.687273,1.024,-0.053
47.691819,0.911,-0.185
47.696363,0.881,-0.171
47.700909,1.039,-0.072
47.705455,0.958,-0.141
47.71,0.841,-0.204
47.714546,0.87,-0.14
47.71909,0.912,-0.132
47.723636,0.98,-0.062
47.728182,0.986,-0.083
47.732727,1.016,-0.085
47.737274,0.956,-0.099
47.741817,0.875,-0.271
47.746364,0.914,-0.176
47.750909,1.008,-0.072
47.755455,0.983,-0.107
47.759091,0.967,-0.083
47.764545,1.055,-0.062
47.769091,1.052,-0.093
47.773636,0.935,-0.063
47.778182,0.892,-0.166
47.782728,0.92,-0.156
47.787272,0.86,-0.137
47.791818,0.893,-0.192
47.796364,0.981,-0.106
47.800909,0.972,-0.032
47.805455,0.946,-0.18
47.809999,0.92,-0.163
47.814545,0.854,-0.2
47.819091,0.851,-0.118
47.823636,0.953,-0.116
47.828183,0.899,-0.183
47.832726,0.969,-0.126
47.837273,0.873,-0.153
47.841818,0.847,-0.255
47.846364,0.476,-1.02
47.85091,0.825,-0.203
47.855454,0.692,-0.387
47.86,0.77,-0.353
47.864545,0.769,-0.316
47.869091,0.85,-0.244
47.873637,0.924,-0.111
47.878181,0.955,-0.101
47.882727,0.906,-0.173
47.887273,0.908,-0.151
47.891818,0.85,-0.226
47.896365,0.646,-0.592
47.900908,0.709,-0.337
47.905455,0.612,-0.593
47.91,0.614,-0.515
47.914545,1.088,-0.538
47.919092,0.63,-0.596
47.923635,0.867,-0.155
47.928182,0.758,-0.222
47.932727,0.673,-0.467
47.937273,0.784,-0.325
47.941819,0.706,-0.393
47.946363,0.679,-0.41
47.950909,0.723,-0.342
47.955455,0.658,-0.461
47.961445,0.635,-0.499
47.967438,0.682,-0.408
47.973428,0.423,-0.569
47.979419,0.505,-0.474
47.984465,0.479,-0.669
47.989407,0.56,-0.595
47.995339,0.754,-0.32
47.999292,0.769,-0.39
48.004236,0.702,-0.501
48.009178,0.74,-0.424
48.014121,0.798,-0.315
48.019065,0.581,-0.457
48.024006,0.673,-0.42
48.028949,0.672,-0.548
48.033893,0.682,-0.444
48.038835,0.679,-0.616
48.043779,0.848,-0.253
48.04872,0.762,-0.318
48.053664,0.807,-0.294
48.058607,0.741,-0.394
48.063549,0.653,-0.462
48.068493,0.615,-0.474
48.072634,0.647,-0.445
48.076751,0.713,-0.458
48.080182,0.726,-0.459
48.083615,0.7,-0.408
48.087046,0.721,-0.285
48.090476,0.645,-0.373
48.093909,0.494,-0.588
48.09734,0.545,-0.7
48.100772,0.652,-0.456
48.104204,0.601,-0.501
48.107634,0.808,-0.342
48.111065,0.839,-0.45
48.114498,0.87,-0.456
48.117929,0.964,-0.409
48.120991,0.951,-0.156
48.12136,1.027,-0.098
48.125241,0.977,-0.19
48.124091,1.037,-0.537
48.132273,0.967,-0.602
48.140455,1.022,-0.581
48.148636,0.912,-0.593
48.156818,0.794,-0.67
48.165,0.973,-0.616
48.181949,1.011,-0.582
48.190424,0.937,-0.662
48.198898,1.015,-0.612
48.207373,0.995,-0.51
48.215847,1.156,-0.528
48.224322,0.749,-0.674
48.231102,0.918,-0.558
48.241271,1.185,-0.411
48.249746,0.666,-0.72
48.25822,0.698,-0.681
48.265,0.807,-0.547
48.276765,0.754,-0.529
48.280686,0.913,-0.758
48.296373,0.813,-0.744
48.306176,0.952,-0.681
48.31598,1.074,-0.365
48.325784,1.001,-0.521
48.335588,0.816,-0.558
48.345392,0.79,-0.645
48.355196,0.707,-0.746
48.365,0.309,-1.101
48.371909,0.523,-1.015
48.378818,0.693,-0.832
48.385727,0.76,-0.698
48.392636,0.619,-0.899
48.399545,0.872,-0.639
48.413364,0.844,-0.723
48.427182,0.954,-0.523
48.434091,0.858,-0.628
48.441,0.445,-0.883
48.447909,0.352,-1.006
48.454818,0.723,-1.03
48.468636,0.867,-0.621
48.475545,1.005,-0.728
48.482455,1.035,-0.566
48.489364,0.885,-0.589
48.496273,0.794,-0.541
48.505945,0.717,-0.815
48.510091,0.67,-0.749
48.517,0.706,-0.724
48.522527,0.261,-0.918
48.5322,0.907,-0.634
48.537727,1.068,-0.623
48.546018,1.12,-0.626
48.551545,1.114,-0.808
48.558455,0.837,-0.762
48.565364,1.109,-0.672
48.616284,1.003,-0.786
48.620788,1.103,-0.675
48.625279,1.053,-0.633
48.629798,1.021,-0.716
48.634303,1.006,-0.725
48.638807,1.018,-0.755
48.643326,1.143,-0.597
48.647831,1.093,-0.558
48.652335,1.151,-0.658
48.65684,1.077,-0.684
48.660101,1.109,-0.595
48.663196,1.052,-0.671
48.666278,1.006,-0.696
48.669373,0.953,-0.757
48.672468,0.95,-0.786
48.67555,0.78,-0.82
48.678327,0.853,-0.868
48.681091,0.816,-0.791
48.683855,0.845,-0.594
48.688028,1.039,-0.583
48.693237,0.969,-0.761
48.698433,0.95,-0.836
48.703615,1.17,-0.611
48.708561,1.044,-0.758
48.713591,0.854,-0.76
48.718842,0.893,-0.794
48.724107,0.889,-0.769
48.729372,0.934,-0.748
48.734084,1.012,-0.529
48.738547,0.883,-0.783
48.742071,0.746,-0.757
48.745717,0.86,-0.711
48.74995,0.878,-0.639
48.754183,0.737,-0.83
48.75905,0.234,-1.168
48.764367,1.055,-0.661
48.769783,0.953,-0.691
48.7752,0.817,-0.824
48.7806,0.848,-0.835
48.786017,0.758,-0.901
48.791417,0.867,-0.8
48.797783,0.795,-0.864
48.80405,0.755,-0.996
48.810233,0.864,-0.718
48.816433,0.845,-0.735
48.82265,0.817,-0.787
48.8289,0.591,-0.921
48.83515,0.593,-0.904
48.841417,0.297,-1.287
48.847667,0.127,-1.249
48.855133,0.979,-0.779
48.858786,1.125,-0.61
48.863359,0.814,-0.851
48.867919,0.986,-0.846
48.871573,0.827,-0.91
48.877052,0.886,-1.022
48.879798,0.957,-0.974
48.886198,1.011,-0.86
48.889851,0.868,-0.824
48.900798,0.72,-1.035
48.90421,0.844,-0.965
48.908468,1.041,-0.783
48.912726,1.239,-0.624
48.916984,1.04,-0.836
48.921254,1.014,-0.839
48.926359,0.729,-1.061
48.934016,0.967,-0.833
48.938347,1.196,-0.609
48.942823,1.123,-0.693
48.947286,0.963,-0.663
48.951762,0.901,-0.929
48.956226,0.945,-0.921
48.960714,0.924,-0.863
48.965177,1.027,-0.74
48.974129,1.154,-0.894
48.978593,0.826,-0.979
48.983069,0.926,-0.822
48.987532,0.76,-1.032
48.992008,0.994,-0.802
48.992903,0.838,-0.989
49.00379,1.118,-0.695
49.009839,0.99,-0.909
49.015887,1.012,-0.903
49.021935,0.979,-0.69
49.027984,1.018,-0.892
49.034637,1.093,-0.766
49.040081,0.902,-1.014
49.046129,0.996,-0.91
49.052177,1.117,-0.874
49.057621,1.048,-0.919
49.064274,1.133,-0.704
49.070323,1.145,-0.723
49.076371,1.308,-0.534
49.083629,0.843,-0.98
49.088468,0.86,-1.038
49.094516,0.866,-0.976
49.100565,1.062,-0.607
49.106613,0.826,-0.977
49.112661,0.888,-0.984
49.11871,0.70198,-1.09984
49.124758,0.49116,-1.14433
49.130806,0.41439,-1.2807
49.136855,0.50254,-1.16348
49.142903,0.48642,-1.0699
49.148952,0.70287,-0.9351
49.154395,0.66054,-1.2198
49.161908,0.80093,-0.91389
49.168816,0.49705,-0.93691
49.175724,0.73511,-0.92586
49.182632,0.63133,-1.07516
49.189539,0.83834,-0.92566
49.196447,0.72793,-0.8659
49.203355,0.97253,-0.76865
49.210263,0.77451,-0.92298
49.217171,0.4376,-1.27265
49.224079,0.31033,-1.32586
49.230987,0.20725,-1.34627
49.237895,-0.2568,-1.72637
49.244803,0.26848,-1.40043
49.250329,0.36287,-1.26619
49.259475,0.6225,-0.85403
49.265797,0.69678,-0.92237
49.272159,0.51152,-1.11786
49.278493,0.44558,-1.35814
49.284841,0.32735,-1.31233
49.291188,0.58786,-1.31811
49.297536,0.74035,-1.019
49.303942,0.57623,-1.20938
49.316841,0.74948,-0.94232
49.323275,0.70775,-0.96674
49.32971,0.66984,-1.11473
49.336174,0.68616,-1.07468
49.342609,0.88444,-0.97578
49.349855,0.58067,-1.28672
49.357101,0.8023,-0.962
49.364348,0.54896,-1.35475
49.371594,0.49758,-1.16703
49.378841,0.70677,-1.31242
49.386087,0.94981,-1.11833
49.393333,0.78549,-1.17504
49.40058,0.89455,-0.8575
49.407826,0.68665,-1.0699
49.415072,0.64149,-1.08403
49.429565,0.85599,-1.04638
49.436812,0.75168,-1.18713
49.444058,0.79516,-1.08364
49.451304,0.6574,-1.13064
49.458551,0.93252,-0.90191
49.465797,0.58452,-1.16228
49.473043,0.7056,-1.15592
49.48029,0.68711,-1.01954
49.487536,0.96442,-1.02377
49.494783,0.92335,-0.70471
49.502029,0.55555,-1.1486
49.509275,0.77792,-1.34649
49.516522,0.7268,-1.25633
49.531014,0.76153,-0.97606
49.537536,0.58567,-1.1475
49.545507,0.56088,-0.88407
49.56,0.26276,-1.3735
49.565966,0.36642,-1.23197
49.571932,0.53758,-1.05487
49.577898,0.65463,-1.07102
49.583864,0.67844,-1.05687
49.58983,0.8057,-0.96776
49.595795,0.93727,-0.82959
49.601201,0.96883,-0.67276
49.606594,0.864,-0.95554
49.617416,0.86739,-0.89368
49.622821,0.86878,-0.85429
49.628214,0.9912,-0.94079
49.633631,0.74053,-1.11102
49.63875,0.85337,-1.04883
49.639048,0.88715,-0.97909
49.644465,0.64909,-1.05789
49.644716,0.57913,-1.21666
49.650682,0.81993,-0.94721
49.656648,0.5466,-1.18043
49.662614,0.38012,-1.28184
49.668101,0.43531,-1.2864
49.673268,0.77254,-1.05637
49.678436,0.65651,-1.15448
49.683603,0.69954,-1.00421
49.687221,0.90821,-0.87925
49.693939,1.00268,-0.87653
49.704274,0.88836,-1.13422
49.709958,0.81231,-0.93975
49.714609,0.85436,-0.99074
49.719777,0.78221,-1.03243
49.724944,0.90977,-0.93882
49.730112,0.76908,-0.95584
49.735279,1.09903,-0.87125
49.73993,0.93833,-1.00692
49.745615,0.89909,-1.0512
49.750782,0.89699,-1.11898
49.75595,0.96534,-0.92503
49.761117,0.87468,-1.14687
49.766285,0.92376,-1.12088
49.771453,1.00813,-0.98845
49.77662,0.80929,-0.97015
49.781788,0.89109,-1.23697
49.786955,0.89763,-1.05394
49.792123,0.98645,-0.96535
49.797291,1.14782,-0.78918
49.802458,0.86928,-0.9339
49.807626,0.94233,-0.99149
49.812793,0.9192,-1.22259
49.817961,1.03457,-0.96726
49.823128,0.69547,-1.12766
49.828296,0.68065,-1.1664
49.838631,0.90496,-1.03703
49.844832,0.85948,-1.07017
49.848966,0.82536,-1.18628
49.852649,0.92022,-0.87127
49.85596,1.08863,-0.84335
49.859272,0.97819,-1.15435
49.862583,0.73152,-1.24833
49.866556,0.61534,-0.99433
49.869205,0.73521,-0.89313
49.872517,0.49146,-1.07403
49.875828,0.62218,-1.22338
49.879139,0.81753,-1.28581
49.88245,1.09305,-0.66377
49.88245,1.14762,-0.68426
49.885762,1.07126,-0.65324
49.889073,1.00284,-0.90773
49.892384,1.01021,-0.89286
49.895695,0.84516,-0.97486
49.899007,0.82073,-0.88698
49.902318,0.85276,-0.89797
49.905629,0.79187,-0.83152
49.90894,0.87019,-0.93109
49.911589,0.81579,-0.96307
49.915563,0.73925,-0.94327
49.918874,0.90183,-0.7741
49.922185,0.71064,-0.83615
49.925497,0.52727,-0.96307
49.928808,0.6244,-1.2037
49.932119,0.4553,-0.88992
49.93543,0.67334,-0.93239
49.938742,0.5708,-0.78768
49.942053,0.57571,-1.04223
49.945364,0.70722,-0.87108
49.948675,0.23117,-1.35666
49.953173,0.15082,-1.51402
49.958462,0.37236,-1.44508
49.969038,0.94747,-0.89236
49.974327,0.62858,-0.91809
49.978432,0.887,-0.566
49.983093,0.745,-0.673
49.987754,0.768,-0.662
49.992415,0.76,-0.709
49.997076,0.721,-0.727
50.001737,0.774,-0.676
50.006398,0.901,-0.612
50.011059,0.81,-0.575
50.01572,0.658,-0.809
50.020381,0.655,-0.801
50.025042,0.694,-0.73
50.029703,0.748,-0.621
50.034364,0.73,-0.693
50.039025,0.684,-0.816
50.043686,0.711,-0.672
50.048347,0.777,-0.538
50.053008,0.663,-0.66
50.057669,0.775,-0.588
50.062549,0.498,-0.835
50.067646,0.553,-0.878
50.072743,0.729,-0.753
50.07784,0.982,-0.607
50.082937,1.033,-0.545
50.088034,1.05,-0.486
50.093131,1.053,-0.521
50.098738,1.049,-0.5
50.103325,1.014,-0.515
50.108422,0.929,-0.566
50.113519,0.936,-0.597
50.118617,0.935,-0.523
50.123714,0.903,-0.673
50.128811,0.971,-0.479
50.133908,1.027,-0.535
50.139005,1.032,-0.479
50.144102,1.044,-0.367
50.149199,1.015,-0.45
50.154296,0.917,-0.549
50.159393,0.875,-0.462
50.16449,0.875,-0.549
50.169587,0.996,-0.515
50.174684,1.044,-0.554
50.179782,1.087,-0.443
50.184879,1.073,-0.456
50.189976,1.1,-0.39
50.195073,0.856,-0.511
50.20017,0.649,-0.766
50.205267,0.761,-0.725
50.210364,0.771,-0.709
50.215461,1.006,-0.532
50.220558,1.08,-0.545
50.225655,1.238,-0.283
50.230752,1.153,-0.345
50.23585,1.079,-0.412
50.240947,1.0,-0.444
50.246044,1.004,-0.556
50.251141,0.976,-0.585
50.256238,0.952,-0.567
50.261335,0.972,-0.63
50.266432,0.955,-0.538
50.271158,0.985,-0.455
50.275018,0.889,-0.425
50.278879,0.802,-0.594
50.282739,0.637,-0.783
50.286599,0.722,-0.748
50.29046,0.852,-0.65
50.29432,1.054,-0.517
50.29818,1.129,-0.505
50.30204,1.052,-0.759
50.305901,0.994,-0.425
50.309761,1.034,-0.445
50.313621,0.946,-0.765
50.317482,1.074,-0.298
50.321342,0.965,-0.551
50.325202,0.928,-0.563
50.329063,0.856,-0.666
50.332923,0.887,-0.553
50.336783,0.955,-0.459
50.340643,0.801,-0.54
50.344504,0.877,-0.506
50.348364,0.864,-0.463
50.352224,0.783,-0.469
50.356085,0.573,-0.652
50.359945,0.396,-0.778
50.363805,0.406,-0.512
50.367665,0.166,-0.994
50.371526,0.451,-0.79
50.37532,0.763,-0.605
50.381715,0.72,-0.719
50.384913,0.796,-0.556
50.38811,0.874,-0.405
50.391308,0.899,-0.414
50.394506,0.738,-0.726
50.397703,0.702,-0.681
50.400901,0.679,-0.639
50.404099,0.753,-0.685
50.407297,0.794,-0.567
50.41689,0.93,-0.55
50.420087,0.955,-0.522
50.423285,0.989,-0.513
50.426483,0.974,-0.431
50.42968,0.973,-0.472
50.432878,0.947,-0.42
50.436076,0.912,-0.523
50.439273,0.888,-0.569
50.442471,0.87,-0.549
50.445669,0.785,-0.627
50.448866,0.811,-0.637
50.452064,0.938,-0.464
50.455262,0.881,-0.417
50.458459,0.865,-0.45
50.461657,0.595,-0.62
50.464855,0.655,-0.572
50.47125,0.621,-0.702
