Tuned time [Ma],Foram bent δ13C [‰ PDB] (VPDB),Foram bent δ18O [‰ PDB] (VPDB)
5.192,0.9,2.45
5.193452,0.93,2.58
5.194903,0.94,2.66
5.196355,0.89,2.66
5.197806,0.95,2.59
5.199258,0.91,2.39
5.20071,0.8,2.51
5.202161,0.94,2.61
5.203613,1.0,2.62
5.205064,0.86,2.71
5.206516,0.79,2.58
5.207968,0.68,2.35
5.209419,0.83,2.69
5.210871,0.7,2.64
5.212323,0.73,2.77
5.213774,0.91,2.71
5.215226,0.82,2.66
5.216677,0.89,2.86
5.218129,0.87,2.81
5.219581,0.86,2.79
5.221032,0.83,2.82
5.222484,0.6,2.52
5.223935,0.89,2.75
5.225387,0.77,2.86
5.226839,0.91,2.55
5.228,0.72,2.63
5.229742,1.0,2.44
5.231194,0.78,2.62
5.232645,1.07,2.39
5.234097,1.13,2.47
5.235548,1.03,2.41
5.237,0.64,2.26
5.238027,0.91,2.46
5.239054,0.97,2.41
5.240081,0.95,2.43
5.241108,1.06,2.52
5.242135,0.94,2.32
5.243162,0.85,2.43
5.244189,1.07,2.43
5.245216,0.94,2.43
5.246243,1.01,2.4
5.24727,0.98,2.46
5.248297,1.03,2.47
5.249324,1.02,2.46
5.250351,0.91,2.45
5.251378,0.93,2.36
5.252405,0.86,2.41
5.253432,0.87,2.5
5.254459,0.95,2.59
5.255486,0.85,2.48
5.256514,0.97,2.52
5.257541,0.83,2.48
5.258568,0.91,2.38
5.259595,0.89,2.58
5.260622,0.89,2.58
5.261649,1.0,2.61
5.262676,1.1,2.51
5.263703,0.93,2.46
5.26473,1.02,2.48
5.265757,0.78,2.48
5.266784,1.03,2.55
5.267811,0.85,2.52
5.268838,0.87,2.5
5.269865,0.93,2.56
5.270892,0.95,2.62
5.271919,1.13,2.44
5.273973,1.12,2.43
5.275,1.26,2.61
5.276352,1.1,2.51
5.277704,1.24,2.61
5.279055,1.14,2.6
5.280407,1.24,2.59
5.281759,1.09,2.45
5.283111,0.6,2.65
5.284463,1.08,2.61
5.285814,1.08,2.67
5.287166,1.03,2.56
5.288518,1.04,2.61
5.28987,1.12,2.51
5.292573,0.98,2.59
5.293925,1.05,2.69
5.295277,1.07,2.66
5.286258,1.06,2.59
5.296629,1.15,2.69
5.288015,1.04,2.61
5.29771,1.07,2.63
5.289778,1.11,2.77
5.299332,1.19,2.64
5.291535,1.07,2.59
5.300684,1.21,2.64
5.293298,1.18,2.58
5.302036,1.29,2.68
5.295055,1.09,2.57
5.303388,1.05,2.65
5.304739,1.09,2.67
5.298575,1.06,2.66
5.306091,0.95,2.58
5.307443,0.96,2.64
5.308795,0.72,2.51
5.303858,1.06,2.62
5.310146,1.08,2.58
5.305615,1.08,2.52
5.307378,1.1,2.47
5.31285,0.88,2.54
5.309135,1.05,2.4
5.314202,0.87,2.53
5.310898,1.08,2.57
5.315554,0.85,2.51
5.312655,1.02,2.48
5.316905,1.04,2.53
5.314418,1.09,2.44
5.318257,1.08,2.63
5.316132,1.11,2.51
5.319609,1.18,2.58
5.317673,1.06,2.53
5.320961,0.98,2.6
5.319209,1.06,2.64
5.322313,0.95,2.48
5.32075,1.01,2.57
5.323664,0.9,2.61
5.322291,0.99,2.54
5.32772,1.05,2.46
5.326909,0.88,2.51
5.329072,0.8,2.46
5.32845,0.92,2.59
5.330423,1.11,2.57
5.329985,0.92,2.5
5.331775,0.99,2.76
5.331526,0.75,2.55
5.333127,1.06,2.45
5.333067,0.89,2.53
5.334479,1.13,2.68
5.334608,0.9,2.56
5.33583,0.95,2.58
5.336144,1.0,2.67
5.337182,0.7,2.43
5.338523,0.97,2.52
5.339075,0.94,2.7
5.339843,1.06,2.75
5.340427,0.94,2.65
5.341162,0.75,2.55
5.341778,0.91,2.55
5.342481,1.04,2.42
5.34313,1.13,2.55
5.344482,1.11,2.43
5.345834,1.08,2.57
5.347185,1.07,2.6
5.348537,1.01,2.61
5.349889,1.17,2.53
5.351241,0.69,2.33
5.352593,1.03,2.56
5.353944,1.22,2.49
5.355296,1.23,2.4
5.356648,1.18,2.46
5.358,1.39,2.49
5.360238,1.18,2.3
5.362476,1.26,2.49
5.366952,1.28,2.53
5.36919,0.81,2.55
5.371205,1.2,2.54
5.375905,1.13,2.36
5.378143,1.08,2.32
5.380381,1.15,2.62
5.382619,1.17,2.56
5.384857,1.07,2.53
5.387095,1.1,2.67
5.389333,1.16,2.62
5.391572,1.03,2.65
5.39381,1.0,2.64
5.396048,1.14,2.59
5.398286,0.83,2.18
5.400524,0.97,2.28
5.403657,1.03,2.21
5.405,1.0,2.51
5.40587,1.08,2.45
5.407609,0.9,2.21
5.408478,1.06,2.45
5.410218,0.9,2.71
5.411087,0.92,2.33
5.411957,0.92,2.59
5.412826,0.86,2.42
5.414565,0.87,2.44
5.415435,0.99,2.61
5.416305,1.08,2.58
5.417174,0.72,2.5
5.418044,0.91,2.84
5.419783,0.84,2.48
5.420652,0.96,2.63
5.422392,0.86,2.43
5.423261,0.87,2.5
5.424131,0.82,2.5
5.425,0.95,1.84
5.426375,0.89,2.44
5.42775,0.99,2.48
5.429125,0.94,2.35
5.4305,0.89,2.61
5.431875,0.94,2.63
5.43325,0.93,2.47
5.434625,0.93,2.6
5.436,1.0,2.52
5.437375,0.9,2.47
5.43875,0.93,2.53
5.4415,0.95,2.48
5.442875,0.91,2.5
5.44425,0.79,2.35
5.445625,0.82,2.37
5.447,0.92,2.33
5.44819,0.94,2.53
5.449381,0.54,2.36
5.450571,0.9,2.43
5.451762,0.27,2.46
5.452952,0.99,2.74
5.454024,0.95,2.61
5.455333,1.16,2.75
5.456524,1.03,2.73
5.457714,1.06,2.71
5.458905,0.98,2.73
5.462476,1.1,2.66
5.463667,1.15,2.69
5.464857,1.13,2.72
5.466048,1.21,2.63
5.467238,1.19,2.54
5.468429,1.17,2.62
5.469619,1.24,2.55
5.472,1.13,2.54
5.473191,1.03,2.62
5.475572,1.3,2.74
5.476762,1.33,2.61
5.477953,1.25,2.79
5.479143,0.99,2.61
5.480333,1.35,2.59
5.481524,1.35,2.64
5.482714,1.26,2.63
5.483905,1.03,2.56
5.485095,1.31,2.64
5.486286,1.3,2.57
5.487476,1.24,2.7
5.488667,1.23,2.57
5.489857,1.19,2.67
5.493429,1.07,2.71
5.494619,1.09,2.53
5.497,1.03,2.39
5.497885,1.11,2.49
5.498769,1.03,2.54
5.499654,1.06,2.63
5.501423,1.06,2.58
5.502308,1.03,2.76
5.503192,1.05,2.63
5.504077,1.01,2.55
5.504962,0.97,2.74
5.505846,0.89,2.76
5.507615,1.08,2.75
5.5085,1.03,2.7
5.509385,0.99,2.57
5.510269,0.98,2.56
5.511154,0.93,2.55
5.512039,1.07,2.53
5.512923,0.95,2.52
5.513808,1.03,2.58
5.514692,0.91,2.82
5.515577,0.94,2.55
5.516462,0.9,2.33
5.517346,1.01,2.4
5.518231,0.89,2.34
5.519115,0.68,2.35
5.52,0.91,2.25
5.525616,0.99,2.64
5.527021,0.97,2.46
5.528425,1.04,2.64
5.529829,1.02,2.67
5.531233,0.97,2.58
5.534041,0.74,2.58
5.535445,0.91,2.49
5.539938,0.73,2.86
5.542747,0.82,2.83
5.544151,0.73,3.16
5.545555,0.8,3.11
5.546959,0.79,2.86
5.549767,1.04,2.88
5.551171,0.69,2.76
5.552575,1.02,2.86
5.553979,1.09,2.59
5.555383,0.93,2.65
5.556788,1.08,2.57
5.559596,1.02,2.63
5.561,1.0,2.51
5.562793,0.99,2.61
5.564586,0.96,2.57
5.566379,1.1,2.8
5.568172,1.04,2.59
5.569965,0.9,2.65
5.571759,1.05,2.65
5.573552,1.0,2.42
5.575345,1.04,2.75
5.577138,1.0,2.82
5.578931,0.8,2.83
5.580724,0.92,2.81
5.582517,0.97,2.73
5.58431,0.98,2.74
5.586103,0.83,2.8
5.587896,0.96,2.98
5.58969,1.02,2.74
5.591483,0.59,2.79
5.593276,0.84,2.77
5.595069,0.89,2.82
5.596862,1.03,2.66
5.598655,1.1,2.64
5.600448,1.04,2.65
5.602241,1.12,2.6
5.604034,1.12,2.65
5.605827,0.91,2.7
5.607621,1.12,2.65
5.609414,1.12,2.65
5.611207,0.99,2.66
5.613,1.0,2.77
5.613848,0.99,2.58
5.617239,1.07,2.64
5.618087,1.05,2.73
5.619783,1.14,2.52
5.62063,1.01,2.63
5.621478,1.02,2.64
5.622326,1.11,2.87
5.623174,1.02,2.6
5.624022,1.1,2.75
5.624869,1.02,2.69
5.625717,0.99,2.7
5.626565,1.07,2.78
5.627413,1.1,2.74
5.628261,1.0,2.71
5.629109,1.1,2.71
5.629956,0.98,2.82
5.630804,1.09,2.91
5.631652,1.15,2.5
5.632415,1.02,2.54
5.633348,1.05,2.5
5.634196,1.06,2.67
5.635043,1.08,2.64
5.636739,1.13,2.84
5.637587,1.07,2.67
5.638435,0.91,2.73
5.639283,0.99,2.66
5.64013,1.03,2.45
5.640978,1.02,2.65
5.641826,1.11,2.76
5.642674,1.2,2.63
5.64437,1.26,2.62
5.646065,1.17,2.56
5.647761,1.13,2.66
5.648609,1.11,2.55
5.649457,1.05,2.48
5.650304,1.03,2.48
5.651152,1.13,2.56
5.652,1.1,2.27
5.653026,1.1,2.59
5.655079,1.16,2.61
5.656105,1.2,2.61
5.657132,1.16,2.52
5.658158,1.24,2.59
5.659184,1.19,2.67
5.660211,0.95,1.97
5.661237,1.24,2.57
5.662263,0.91,2.79
5.663289,1.18,2.53
5.666368,1.14,2.56
5.667395,1.11,2.54
5.668421,0.96,2.23
5.669447,1.09,2.66
5.670474,1.12,2.69
5.6715,1.08,2.63
5.672526,1.17,2.46
5.673553,1.06,2.8
5.676632,1.01,2.45
5.677658,1.13,2.72
5.678684,1.01,2.71
5.679711,1.12,2.72
5.681763,1.13,2.74
5.683816,1.06,2.63
5.685868,0.85,2.01
5.686895,0.98,2.87
5.687921,0.98,2.56
5.688947,1.02,2.46
5.689871,1.06,2.61
5.691,1.05,2.4
5.692258,1.15,2.66
5.693516,1.01,2.43
5.694774,1.05,2.49
5.696032,0.99,2.35
5.69729,1.09,2.44
5.698548,1.14,2.69
5.699806,1.16,2.66
5.702323,1.08,3.08
5.703581,0.9,2.88
5.704839,0.89,2.68
5.706097,0.84,2.75
5.707355,1.09,2.84
5.708613,0.97,2.68
5.711129,1.18,2.61
5.712387,1.25,2.59
5.713645,1.39,2.88
5.714903,1.18,2.54
5.716161,1.22,2.49
5.717419,1.18,2.45
5.719935,1.11,2.42
5.721194,1.23,2.57
5.722452,1.12,2.73
5.72371,1.1,2.56
5.724968,1.21,2.62
5.726226,1.15,2.58
5.727484,0.96,2.74
5.728742,1.11,2.36
5.73,1.14,1.75
5.731387,1.13,2.56
5.732774,0.7,2.72
5.734161,1.15,2.54
5.735548,1.11,2.54
5.736935,0.8,2.56
5.738323,0.81,2.62
5.73971,1.15,2.57
5.741097,1.04,2.6
5.743871,0.97,2.8
5.746645,0.88,3.15
5.749419,0.83,2.86
5.750806,0.84,3.19
5.752193,0.87,3.14
5.753581,0.84,3.03
5.754968,0.85,2.96
5.756355,0.91,3.12
5.757742,1.09,2.92
5.759129,0.85,2.86
5.760516,0.82,2.94
5.761903,0.9,2.78
5.764677,1.16,2.7
5.766064,1.12,2.76
5.767451,1.11,2.7
5.7687,1.12,2.63
5.770226,1.04,2.77
5.771613,0.92,2.73
5.773,1.13,2.65
5.774,1.1,2.66
5.775,1.03,2.7
5.776,1.27,2.79
5.777,1.09,2.63
5.778,1.2,3.05
5.779,1.1,2.59
5.78,1.16,2.9
5.781,1.07,2.66
5.782,0.88,2.55
5.784,0.83,2.99
5.785,1.0,2.8
5.788,0.84,2.81
5.789,1.15,2.65
5.79,0.98,2.76
5.791,0.73,3.09
5.792,0.63,3.0
5.794,0.82,2.85
5.795,0.67,2.85
5.796,0.7,3.17
5.797,0.65,3.08
5.799,0.9,2.79
5.8,0.78,2.64
5.801,0.89,2.8
5.802,0.76,2.74
5.803,0.75,2.52
5.804,1.29,2.53
5.805,0.72,2.64
5.807222,0.83,2.71
5.808333,0.86,2.53
5.809444,0.8,2.54
5.810555,0.81,2.52
5.811666,0.82,2.74
5.812778,0.83,2.75
5.813889,0.95,2.77
5.815,0.73,2.52
5.818333,0.85,3.05
5.819444,0.96,2.66
5.820555,0.97,2.57
5.821666,0.77,2.66
5.822333,0.94,2.51
5.823889,0.85,2.61
5.825,0.87,2.52
5.826353,0.82,2.62
5.827706,1.01,2.47
5.829059,0.79,2.44
5.830412,0.68,2.71
5.831765,0.87,2.61
5.833118,0.76,2.76
5.835823,0.49,2.81
5.837176,0.78,2.93
5.839882,0.75,2.63
5.842588,0.8,2.81
5.845294,1.18,2.44
5.848,0.74,2.44
5.849136,0.79,2.57
5.850273,0.92,2.68
5.852545,0.98,2.6
5.853682,0.92,2.46
5.854818,1.05,2.39
5.855955,1.1,3.07
5.857091,1.16,3.11
5.858227,0.98,2.44
5.859364,1.01,2.85
5.8605,0.71,2.69
5.861636,0.57,2.58
5.862773,0.92,2.61
5.863909,0.75,2.92
5.865045,0.9,2.28
5.866182,0.87,2.37
5.867318,0.86,2.63
5.868454,0.7,2.65
5.869591,0.79,2.55
5.870727,0.87,2.68
5.871864,0.66,2.48
5.873,0.74,2.56
5.874136,0.83,2.58
5.875273,0.82,2.61
5.877545,0.84,2.62
5.878682,0.85,2.62
5.879704,0.74,2.53
5.880954,0.52,2.83
5.882091,0.82,2.56
5.883227,0.76,2.73
5.884363,0.85,2.55
5.8855,0.8,2.69
5.886636,0.75,2.67
5.888909,0.74,2.68
5.890045,0.82,2.61
5.891182,0.73,2.43
5.892318,0.72,2.55
5.893454,0.62,2.68
5.894591,0.75,2.49
5.895727,0.81,2.49
5.896863,0.65,2.6
5.898,0.54,2.33
5.899281,0.48,2.39
5.900562,0.45,2.5
5.901844,0.53,2.35
5.903125,0.57,2.61
5.904406,0.53,2.51
5.905687,0.54,2.92
5.906969,0.67,2.77
5.90825,0.59,2.74
5.909531,0.47,2.95
5.910812,0.57,2.93
5.912094,0.41,2.7
5.913375,0.67,2.7
5.914656,0.28,2.76
5.915937,0.76,2.55
5.917219,0.55,2.58
5.9185,0.99,2.54
5.919781,0.73,2.5
5.921062,0.89,2.33
5.922344,0.82,2.67
5.923625,0.79,2.56
5.924906,0.82,2.51
5.926188,0.68,2.51
5.927469,0.65,2.47
5.92875,0.69,2.61
5.930031,0.79,2.74
5.931313,0.81,2.68
5.932594,0.68,2.65
5.933875,0.86,2.5
5.935156,0.89,2.64
5.936438,0.86,2.66
5.937719,0.74,2.6
5.939,0.96,2.59
5.9418,0.78,2.49
5.9432,0.94,2.7
5.9446,0.75,2.73
5.946,0.8,2.73
5.9474,0.86,2.64
5.9488,0.99,2.41
5.9502,0.71,2.44
5.9516,0.82,2.72
5.953,0.83,2.67
5.9544,0.84,2.61
5.95566,1.02,2.64
5.9572,0.81,2.8
5.96,0.94,2.49
5.9614,1.02,2.69
5.9628,1.01,2.61
5.9642,0.97,2.65
5.9656,0.98,2.63
5.967,0.97,2.56
5.9684,1.04,2.61
5.9698,1.15,2.64
5.9712,1.09,2.61
5.9726,1.0,2.51
5.974,0.95,2.58
5.9754,1.01,2.69
5.923,-0.38,2.34
5.925,-0.21,2.37
5.926,-0.27,2.46
5.929,-0.46,2.52
5.93,-0.1,2.58
5.931,-0.21,2.51
5.934,-0.27,2.52
5.935,-0.31,2.55
5.937,-0.19,2.5
5.939,-0.31,2.37
5.942146,-0.56,2.79
5.944244,-0.34,2.45
5.945817,-0.11,2.68
5.94739,-0.26,2.61
5.949488,-0.5,2.55
5.951585,-0.27,2.65
5.953159,-0.21,2.61
5.955256,-0.48,2.6
5.956829,-0.13,2.8
5.958402,-0.7,2.85
5.9605,-0.34,2.57
5.962073,-0.2,2.68
5.963646,-0.22,2.67
5.965744,-0.36,2.4
5.967317,-0.22,2.62
5.96889,0.02,2.61
5.970988,-0.14,2.39
5.972561,0.01,2.72
5.974134,-0.05,2.52
5.976756,0.02,2.45
5.978329,0.13,2.62
5.979902,0.02,2.59
5.982,0.03,2.63
5.983178,-0.08,2.57
5.984355,-0.09,2.55
5.985925,-0.05,2.59
5.987103,0.05,2.61
5.98828,-0.24,2.45
5.98985,-0.07,2.62
5.991028,-0.37,2.53
5.992206,-0.23,2.46
5.993776,-0.46,2.47
5.995346,-0.29,2.57
5.996523,-0.44,2.61
5.998093,-0.59,2.61
5.999271,-0.17,2.59
6.000449,-0.57,2.78
6.002019,-0.39,2.65
6.003196,-0.69,2.87
6.005944,-0.79,2.85
6.007514,-0.65,2.53
6.008692,-0.19,2.58
6.010262,-0.19,2.35
6.011832,-0.1,2.63
6.013009,-0.1,2.69
6.013402,-0.14,2.56
6.014187,-0.18,2.59
6.01615,-0.12,2.46
6.017327,-0.27,2.54
6.018897,-0.17,2.47
6.020075,-0.04,2.5
6.021252,-0.4,2.5
6.022822,-0.23,2.45
6.024,-0.25,2.69
6.025333,-0.36,2.58
6.027111,-0.19,2.6
6.029778,-0.5,2.49
6.031556,0.0,2.56
6.032889,0.01,2.53
6.034222,-0.42,2.65
6.036,-0.62,2.9
6.037333,-0.28,2.69
6.038667,-0.21,2.61
6.040444,-0.14,2.69
6.041778,-0.15,2.69
6.043111,-0.11,2.58
6.044444,0.05,2.62
6.045778,-0.1,2.72
6.047556,-0.26,2.57
6.049333,0.08,2.54
6.050667,-0.06,2.51
6.052,0.01,2.43
6.05329,0.03,2.52
6.055009,0.05,2.48
6.056299,0.04,2.54
6.059308,-0.14,2.46
6.060598,-0.2,2.42
6.061888,-0.04,2.57
6.063178,-0.34,2.59
6.064897,-0.31,2.51
6.067907,-0.21,2.96
6.069196,-0.42,2.6
6.070916,-0.42,2.74
6.072206,-0.43,2.93
6.073495,-0.48,2.71
6.075215,-0.39,2.76
6.077794,-0.89,2.77
6.079084,-0.31,2.68
6.081234,-0.07,2.6
6.082093,-0.09,2.58
6.083383,-0.02,2.63
6.086393,0.22,2.54
6.088112,-0.07,2.52
6.089402,0.16,2.53
6.090692,-0.21,2.5
6.092411,0.15,2.61
6.093701,0.19,2.52
6.094991,0.07,2.5
6.09671,0.03,2.5
6.098,-0.22,2.57
6.099237,-0.09,2.28
6.100887,0.05,2.55
6.102124,-0.32,2.48
6.103361,-0.38,2.4
6.10501,-0.31,2.62
6.106247,-0.26,2.58
6.107485,-0.37,2.56
6.108722,-0.68,2.8
6.109959,-0.4,2.63
6.111608,-0.42,2.5
6.113258,-0.48,2.42
6.114495,-0.57,2.7
6.115732,-0.35,2.4
6.117381,-0.51,2.68
6.118619,-0.51,2.83
6.119856,-0.74,2.63
6.121505,-0.55,2.68
6.122742,-0.56,2.67
6.123979,-0.54,2.61
6.124804,-0.36,2.75
6.126041,-0.03,2.63
6.128103,-0.34,2.68
6.129753,0.07,2.5
6.13099,0.06,2.61
6.132227,-0.1,2.53
6.133876,-0.11,2.47
6.135113,0.07,2.58
6.136351,0.16,2.54
6.138,0.15,2.64
6.140688,-0.02,2.45
6.142031,0.21,2.6
6.144271,-0.05,2.58
6.145167,-0.02,2.58
6.146958,0.11,2.68
6.148302,0.2,2.55
6.149646,-0.12,2.65
6.151438,-0.18,2.52
6.152781,-0.02,2.39
6.154125,-0.4,2.68
6.156365,-0.13,2.41
6.157708,-0.03,2.59
6.159052,-0.14,2.46
6.160844,-0.11,2.48
6.162188,-0.29,2.55
6.163531,-0.07,2.41
6.165323,-0.26,2.59
6.167115,0.32,2.78
6.168458,0.05,2.44
6.17025,0.06,2.51
6.171594,-0.03,2.54
6.173385,0.02,2.5
6.174729,-0.12,2.45
6.176073,-0.09,2.6
6.177865,-0.33,2.25
6.179656,-0.03,2.45
6.181448,0.08,2.51
6.182792,-0.11,2.52
6.184583,-0.02,2.33
6.186375,-0.21,2.51
6.187719,-0.03,2.39
6.18951,-0.27,2.27
6.191302,-0.34,2.52
6.192646,-0.52,2.55
6.193542,-0.04,2.22
6.194438,-0.27,2.37
6.194885,-0.42,2.55
6.195781,-0.41,2.48
6.197125,-0.45,2.51
6.198917,-0.39,2.49
6.20026,-0.3,2.52
6.201604,-0.14,2.6
6.203396,-0.52,2.59
6.20474,-0.14,2.47
6.206083,-0.09,2.43
6.207875,-0.03,2.61
6.209219,0.03,2.43
6.210563,0.06,2.42
6.212354,0.0,2.36
6.213698,0.08,2.33
6.215042,-0.06,2.42
6.216833,0.05,2.45
6.217729,-0.12,2.47
6.219073,0.03,2.53
6.221313,-0.14,2.61
6.222656,-0.03,2.36
6.224,-0.13,2.43
6.225922,-0.22,2.63
6.227364,-0.56,2.73
6.228805,-0.45,2.76
6.230727,-0.24,2.31
6.232649,-0.18,2.75
6.234091,-0.37,2.73
6.235532,-0.46,2.66
6.236974,-0.25,2.19
6.238416,-0.65,2.95
6.240338,-0.45,2.7
6.241779,-0.28,2.71
6.243221,-0.02,2.67
6.245143,0.01,2.66
6.246584,-0.09,2.62
6.248026,0.16,2.66
6.249948,0.01,2.62
6.25139,0.16,2.55
6.252831,0.18,2.61
6.254753,0.2,2.49
6.256195,0.37,2.63
6.257636,0.28,2.5
6.259558,0.07,2.68
6.261,-0.11,2.59
6.262442,0.03,2.59
6.264364,-0.03,2.68
6.265805,0.28,2.57
6.267247,0.17,2.49
6.269169,-0.15,2.51
6.27061,-0.02,2.6
6.272052,-0.18,2.63
6.273974,-0.09,2.53
6.275416,-0.39,2.59
6.276857,-0.39,2.5
6.278779,-0.59,2.63
6.280221,-0.72,2.63
6.282143,-0.47,2.57
6.283584,-0.29,2.75
6.285026,-0.36,2.67
6.28839,-0.89,2.58
6.289831,-0.28,2.52
6.293195,-0.28,2.54
6.294636,-0.59,2.62
6.296078,-0.12,2.52
6.298,-0.11,2.45
6.298763,-0.23,2.61
6.299526,-0.09,2.5
6.301306,-0.01,2.35
6.302069,-0.11,2.31
6.303087,-0.28,2.37
6.30385,-0.07,2.49
6.304613,-0.19,2.59
6.30563,-0.01,2.64
6.306393,-0.29,2.58
6.307156,-0.07,2.65
6.308173,-0.17,2.58
6.308936,-0.19,2.55
6.309699,-0.1,2.49
6.310717,-0.64,2.42
6.31148,-0.13,2.54
6.312243,-0.11,2.49
6.31326,-0.23,2.51
6.314023,-0.33,2.53
6.314786,-0.12,2.41
6.315803,-0.49,2.6
6.316566,-0.33,2.57
6.317329,-0.48,2.53
6.318347,-0.67,2.6
6.31911,-0.51,2.51
6.319873,-0.68,2.78
6.32089,-0.27,2.5
6.321653,-0.48,2.56
6.322416,-0.77,2.64
6.323434,-0.08,2.6
6.324197,-0.08,2.57
6.32496,-0.12,2.61
6.325977,0.0,2.66
6.32674,0.15,2.58
6.327503,0.01,2.57
6.32852,-0.12,2.58
6.329283,-0.31,2.63
6.330046,-0.04,2.71
6.331064,0.07,2.63
6.331827,-0.54,2.52
6.33259,-0.16,2.54
6.333607,-0.1,2.65
6.335133,0.15,2.43
6.33615,-0.08,2.54
6.336913,0.07,2.46
6.337676,0.04,2.63
6.338694,-0.05,2.46
6.339457,0.07,2.48
6.34022,-0.13,2.5
6.341237,0.17,2.66
6.342,0.23,2.17
6.343014,-0.02,2.52
6.344366,0.09,2.4
6.345379,-0.27,2.45
6.346393,-0.09,2.4
6.347745,-0.28,2.58
6.348759,-0.08,2.68
6.349772,-0.3,2.53
6.351124,-0.25,2.58
6.352138,-0.44,2.57
6.35349,0.18,2.57
6.354503,-0.21,2.74
6.355517,-0.48,2.62
6.356869,-0.05,2.63
6.357883,-0.39,2.67
6.358897,-0.47,2.54
6.361262,-0.41,2.47
6.362276,-0.34,2.54
6.363628,-0.09,2.76
6.364979,0.0,2.79
6.365993,0.04,2.75
6.367007,-0.17,2.57
6.368697,0.11,2.68
6.36971,0.13,2.64
6.370724,0.1,2.67
6.372076,-0.05,2.56
6.37309,0.15,2.61
6.374441,-0.17,2.62
6.375793,-0.06,2.69
6.376807,0.19,2.56
6.377821,0.1,2.58
6.37951,0.19,2.54
6.380524,-0.19,2.63
6.381538,-0.2,2.58
6.38289,-0.1,2.56
6.383903,-0.48,2.81
6.384917,-0.09,2.48
6.386269,-0.32,2.57
6.387621,-0.1,2.55
6.388634,-0.22,2.63
6.389986,-0.53,2.72
6.391,-0.38,2.54
6.394319,-0.37,2.58
6.395564,-0.06,2.54
6.397223,-0.26,2.64
6.398883,-0.2,2.63
6.400543,-0.61,2.8
6.401787,-0.11,2.73
6.403862,-0.72,2.75
6.405106,0.0,2.58
6.406766,0.19,2.65
6.408426,0.15,2.67
6.410085,-0.12,2.43
6.41133,-0.9,2.96
6.413404,-0.13,2.47
6.414649,-0.76,2.89
6.414649,0.17,2.56
6.415894,0.06,2.73
6.416309,-0.02,2.67
6.417138,-0.06,2.69
6.417968,0.14,2.63
6.418798,0.11,2.67
6.419628,0.14,2.71
6.420043,-0.01,2.66
6.420872,0.02,2.55
6.421287,0.02,2.53
6.422947,-0.22,2.58
6.422947,-0.01,2.57
6.424191,0.03,2.74
6.424191,0.04,2.67
6.425436,-0.19,2.56
6.425851,0.12,2.44
6.427096,0.0,2.48
6.427926,-0.14,2.69
6.43,0.08,2.43
6.431932,0.03,2.57
6.433864,-0.06,2.51
6.435797,-0.11,2.65
6.438373,0.0,2.82
6.440305,-0.03,2.62
6.442237,-0.17,2.64
6.444814,-0.12,2.69
6.446746,-0.5,2.55
6.448678,0.02,2.64
6.451254,-0.18,2.57
6.453186,-0.03,2.68
6.455119,0.13,2.62
6.457695,-0.06,2.76
6.459627,-0.41,2.64
6.461559,-0.16,2.55
6.464136,0.0,2.52
6.466068,0.18,2.62
6.468,-0.18,2.41
6.469541,-0.06,2.54
6.470311,0.0,2.55
6.471467,0.01,2.6
6.473393,0.05,2.53
6.474549,-0.07,2.61
6.475705,0.27,2.79
6.477246,-0.06,2.7
6.478402,-0.02,2.61
6.479557,0.08,2.59
6.481098,0.03,2.48
6.482254,0.17,2.5
6.48341,0.07,2.6
6.484951,0.04,2.67
6.485721,0.13,2.6
6.486877,0.06,2.71
6.488033,-0.07,2.65
6.489189,0.02,2.72
6.49073,-0.28,2.6
6.491885,-0.17,2.52
6.493041,-0.17,2.55
6.494582,-0.14,2.62
6.495738,0.03,2.74
6.496893,-0.15,2.52
6.498434,-0.28,2.51
6.49959,-0.46,2.54
6.500746,-0.18,3.04
6.503057,-0.21,2.69
6.506525,-0.31,2.55
6.50768,-0.16,2.62
6.508836,-0.26,2.72
6.509992,-0.69,2.87
6.510762,-0.1,2.67
6.512303,-0.23,2.52
6.513844,0.07,2.54
6.515,-0.07,2.63
6.516156,0.07,2.58
6.517697,-0.22,2.74
6.518852,-0.06,2.47
6.520008,0.09,2.38
6.521549,-0.12,2.62
6.522705,0.09,2.66
6.523861,0.01,2.59
6.525402,-0.38,2.69
6.526557,-0.1,2.65
6.527713,-0.1,2.69
6.529254,0.02,2.61
6.530795,0.04,2.58
6.531951,-0.17,2.66
6.533107,-0.19,2.56
6.534262,-0.06,2.53
6.535418,-0.15,2.65
6.536959,-0.4,2.62
6.538115,-0.1,2.55
6.53927,-0.41,2.63
6.540811,-0.43,2.65
6.541967,-0.32,2.57
6.543123,-0.58,2.76
6.544279,-0.45,2.53
6.54582,-0.4,2.5
6.546975,-0.75,2.6
6.548516,-0.32,2.57
6.549672,-0.78,2.8
6.550828,-0.87,2.68
6.552369,-0.79,2.54
6.553525,-0.23,2.74
6.555066,-0.57,2.59
6.556992,-0.35,2.63
6.562,-0.43,2.42
6.566632,-0.08,2.61
6.568947,-0.42,2.6
6.570684,-0.44,2.67
6.571263,-0.08,2.62
6.572421,-0.28,2.63
6.572421,-0.49,2.76
6.574158,-0.34,2.43
6.574737,-0.84,2.7
6.575895,-0.28,2.35
6.575895,-0.22,2.45
6.577632,-0.21,2.53
6.579368,-0.53,2.53
6.579368,-0.31,2.52
